epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,16603.2,0.40745,0.32075,0.85395,0.99914,0.95902,0.99208,0.95787,0.27378,0.26322,0.7914,0.0008054,0.0008054,0.0008054
183,16659.2,0.45037,0.34366,0.87752,0.99019,0.98361,0.99372,0.95845,0.27669,0.2479,0.79289,0.0007988,0.0007988,0.0007988
184,16714.4,0.44305,0.33866,0.87134,0.99175,0.9853,0.99423,0.96216,0.27008,0.23534,0.79282,0.0007922,0.0007922,0.0007922
185,16770.1,0.3923,0.30844,0.84381,0.98281,0.98361,0.99397,0.95886,0.27854,0.23521,0.79515,0.0007856,0.0007856,0.0007856
186,16825.3,0.42678,0.32186,0.85795,0.97875,0.97951,0.99329,0.96354,0.27063,0.23562,0.79279,0.000779,0.000779,0.000779
187,16880.6,0.42249,0.3199,0.85602,0.98349,0.97665,0.99323,0.96321,0.27022,0.23406,0.79196,0.0007724,0.0007724,0.0007724
188,16936.5,0.41563,0.32872,0.86392,0.99169,0.97874,0.99382,0.95846,0.27101,0.23406,0.79248,0.0007658,0.0007658,0.0007658
189,16992.5,0.42936,0.33068,0.86297,0.98301,0.97541,0.99348,0.95753,0.28505,0.23588,0.79533,0.0007592,0.0007592,0.0007592
190,17048.2,0.39952,0.30212,0.84217,0.97829,0.9877,0.99395,0.96103,0.26999,0.22735,0.79291,0.0007526,0.0007526,0.0007526
191,17103.9,0.42758,0.31386,0.85718,0.98286,0.96721,0.9934,0.96051,0.27563,0.22951,0.79433,0.000746,0.000746,0.000746
192,17160,0.42688,0.31573,0.8454,0.97501,0.97541,0.99323,0.95887,0.28141,0.23596,0.79636,0.0007394,0.0007394,0.0007394
193,17216,0.40376,0.30187,0.85456,0.97553,0.98045,0.99319,0.95995,0.27304,0.23708,0.7938,0.0007328,0.0007328,0.0007328
194,17271.5,0.40705,0.30361,0.86182,0.98566,0.96721,0.99243,0.96035,0.27645,0.23481,0.79374,0.0007262,0.0007262,0.0007262
195,17348.2,0.39539,0.31213,0.84807,0.98323,0.96135,0.99232,0.96449,0.26777,0.2293,0.79235,0.0007196,0.0007196,0.0007196
196,17405.5,0.42301,0.31215,0.8633,0.975,0.95911,0.99161,0.96326,0.26524,0.23275,0.79039,0.000713,0.000713,0.000713
197,17464.4,0.39602,0.30903,0.85711,0.97858,0.97131,0.99237,0.96257,0.2604,0.22921,0.79002,0.0007064,0.0007064,0.0007064
198,17522.6,0.41223,0.31049,0.85661,0.9841,0.96311,0.99255,0.9628,0.27765,0.22946,0.79385,0.0006998,0.0006998,0.0006998
199,17580.4,0.40643,0.31099,0.86255,0.99577,0.97131,0.99362,0.96512,0.26363,0.22607,0.78963,0.0006932,0.0006932,0.0006932
200,17639.7,0.40664,0.32341,0.86507,0.99577,0.96559,0.99342,0.96669,0.26404,0.22289,0.78808,0.0006866,0.0006866,0.0006866
201,17699.3,0.38857,0.2996,0.84718,0.97684,0.9877,0.99324,0.96386,0.26988,0.22128,0.7923,0.00068,0.00068,0.00068
202,17757,0.40861,0.31638,0.86339,0.9641,0.99049,0.99315,0.95089,0.29424,0.23576,0.79731,0.0006734,0.0006734,0.0006734
203,17816.2,0.41856,0.31649,0.84938,0.99531,0.97131,0.99211,0.95817,0.2703,0.22946,0.79258,0.0006668,0.0006668,0.0006668
204,17873.4,0.44071,0.32423,0.86321,0.99581,0.97404,0.99112,0.9546,0.26983,0.23445,0.79221,0.0006602,0.0006602,0.0006602
205,17931.3,0.40176,0.32237,0.85183,0.99441,0.97541,0.99301,0.95993,0.26878,0.23155,0.78903,0.0006536,0.0006536,0.0006536
206,17989.2,0.43443,0.32567,0.86524,0.99581,0.97397,0.99346,0.95533,0.26039,0.22949,0.78686,0.000647,0.000647,0.000647
207,18051.9,0.39558,0.31092,0.85742,0.98362,0.97131,0.99338,0.96247,0.26311,0.2294,0.79081,0.0006404,0.0006404,0.0006404
208,18120.9,0.41052,0.301,0.84427,0.9917,0.97929,0.99315,0.96529,0.26243,0.22564,0.79049,0.0006338,0.0006338,0.0006338
209,18183.7,0.399,0.30608,0.85725,0.97918,0.98361,0.99259,0.96148,0.2635,0.23233,0.79145,0.0006272,0.0006272,0.0006272
210,18245.2,0.39504,0.31213,0.85435,0.99169,0.97839,0.99151,0.95342,0.28019,0.23814,0.79451,0.0006206,0.0006206,0.0006206
211,18306.7,0.41213,0.31433,0.85169,0.98343,0.97317,0.99182,0.96258,0.26096,0.23748,0.79123,0.000614,0.000614,0.000614
212,18368.2,0.42359,0.30839,0.85516,0.97537,0.97541,0.98847,0.95537,0.27538,0.24946,0.79821,0.0006074,0.0006074,0.0006074
213,18441.1,0.40097,0.31011,0.86024,0.98076,0.97541,0.98931,0.95704,0.26083,0.23115,0.79213,0.0006008,0.0006008,0.0006008
214,18497.5,0.37616,0.29812,0.84603,0.99163,0.97082,0.98995,0.96019,0.26297,0.23189,0.79135,0.0005942,0.0005942,0.0005942
215,18553.1,0.39178,0.28983,0.86405,0.987,0.97541,0.99175,0.96357,0.26078,0.22782,0.79117,0.0005876,0.0005876,0.0005876
216,18610.2,0.38664,0.29132,0.84249,0.9876,0.97906,0.99202,0.96315,0.2557,0.22507,0.79025,0.000581,0.000581,0.000581
217,18667.3,0.39922,0.30229,0.85353,0.98709,0.97541,0.99253,0.96714,0.25482,0.22122,0.79143,0.0005744,0.0005744,0.0005744
218,18723.4,0.38784,0.28608,0.84713,0.98677,0.97951,0.9925,0.96685,0.26087,0.2237,0.79296,0.0005678,0.0005678,0.0005678
219,18779.6,0.40726,0.29968,0.8487,0.99582,0.9753,0.99208,0.96824,0.25124,0.22664,0.78993,0.0005612,0.0005612,0.0005612
220,18836,0.37483,0.289,0.84137,0.991,0.97541,0.99076,0.96189,0.25964,0.22782,0.79115,0.0005546,0.0005546,0.0005546
221,18891.3,0.40002,0.29825,0.8516,0.97967,0.98723,0.99251,0.96098,0.25398,0.22123,0.7912,0.000548,0.000548,0.000548
222,18946.4,0.38552,0.30196,0.84369,0.98677,0.98361,0.99368,0.95708,0.26011,0.21562,0.79228,0.0005414,0.0005414,0.0005414
223,19000.7,0.40992,0.30813,0.86182,0.98727,0.97951,0.99361,0.96546,0.25868,0.21651,0.79118,0.0005348,0.0005348,0.0005348
224,19057.4,0.40944,0.28955,0.85035,0.9827,0.97951,0.99345,0.96064,0.25973,0.21696,0.79148,0.0005282,0.0005282,0.0005282
225,19114.4,0.39796,0.29473,0.84877,0.98754,0.97451,0.99264,0.96263,0.25577,0.21661,0.79075,0.0005216,0.0005216,0.0005216
226,19171.2,0.39284,0.30497,0.8542,0.97942,0.97522,0.99274,0.96102,0.26368,0.22823,0.79362,0.000515,0.000515,0.000515
227,19227.4,0.37882,0.29261,0.83782,0.98378,0.96311,0.98784,0.95482,0.2639,0.23167,0.79407,0.0005084,0.0005084,0.0005084
228,19283.5,0.39886,0.30168,0.85318,0.98573,0.96721,0.98926,0.95361,0.27136,0.23662,0.79751,0.0005018,0.0005018,0.0005018
229,19339,0.37957,0.2883,0.84267,0.98721,0.97541,0.99269,0.95648,0.26809,0.22969,0.79671,0.0004952,0.0004952,0.0004952
230,19394.9,0.39497,0.30537,0.85405,0.98708,0.97951,0.99197,0.9608,0.26499,0.21992,0.79702,0.0004886,0.0004886,0.0004886
231,19451.3,0.40071,0.30175,0.85023,0.99583,0.97927,0.99239,0.96126,0.26316,0.22368,0.79323,0.000482,0.000482,0.000482
232,19506.3,0.38222,0.28763,0.85293,0.99583,0.97833,0.99394,0.96287,0.25359,0.21765,0.78783,0.0004754,0.0004754,0.0004754
233,19564.1,0.37961,0.2947,0.83967,0.99578,0.97131,0.99339,0.9648,0.25424,0.2142,0.7862,0.0004688,0.0004688,0.0004688
234,19621.2,0.39142,0.29033,0.84325,0.99581,0.97476,0.99314,0.96671,0.24821,0.21614,0.78504,0.0004622,0.0004622,0.0004622
235,19677.3,0.37631,0.29318,0.84359,0.99131,0.97951,0.99192,0.96831,0.25217,0.21574,0.78872,0.0004556,0.0004556,0.0004556
236,19733.4,0.37973,0.28912,0.84906,0.99583,0.97892,0.99293,0.96937,0.24846,0.2166,0.7878,0.000449,0.000449,0.000449
237,19790.1,0.39083,0.29923,0.85121,0.99035,0.98361,0.99329,0.96866,0.25303,0.21859,0.78804,0.0004424,0.0004424,0.0004424
238,19846.7,0.4018,0.30449,0.84803,0.99257,0.97951,0.99352,0.96775,0.24974,0.21815,0.78831,0.0004358,0.0004358,0.0004358
239,19903,0.35881,0.27856,0.84646,0.98759,0.97835,0.99316,0.96207,0.25821,0.22658,0.78968,0.0004292,0.0004292,0.0004292
240,19957.4,0.37283,0.28228,0.86082,0.99169,0.98361,0.99289,0.96003,0.26048,0.22656,0.79,0.0004226,0.0004226,0.0004226
241,20012,0.37513,0.28659,0.83445,0.98442,0.98361,0.99213,0.96426,0.24587,0.22048,0.78883,0.000416,0.000416,0.000416
242,20066.5,0.39958,0.30098,0.85974,0.98253,0.97951,0.99126,0.96854,0.25567,0.22255,0.78956,0.0004094,0.0004094,0.0004094
243,20121.4,0.37553,0.2882,0.85395,0.9895,0.97951,0.99268,0.96931,0.25733,0.22257,0.79046,0.0004028,0.0004028,0.0004028
244,20176.1,0.36593,0.27598,0.84792,0.99434,0.98361,0.99337,0.9695,0.24238,0.22005,0.78794,0.0003962,0.0003962,0.0003962
245,20231.9,0.36854,0.2737,0.85422,0.99176,0.98609,0.99366,0.96396,0.25941,0.2141,0.79036,0.0003896,0.0003896,0.0003896
246,20287.1,0.37945,0.27721,0.84897,0.99175,0.98488,0.99332,0.96645,0.25937,0.21437,0.79014,0.000383,0.000383,0.000383
247,20342.4,0.37833,0.28075,0.8421,0.98353,0.97897,0.99316,0.97135,0.24495,0.20758,0.7886,0.0003764,0.0003764,0.0003764
248,20398.1,0.40324,0.28938,0.85005,0.98671,0.97951,0.994,0.96646,0.25083,0.20638,0.79181,0.0003698,0.0003698,0.0003698
249,20452.5,0.35586,0.2671,0.8334,0.99581,0.97358,0.99371,0.97029,0.24746,0.20746,0.78883,0.0003632,0.0003632,0.0003632
250,20507.1,0.38659,0.29276,0.84688,0.98764,0.98258,0.99388,0.96724,0.24943,0.20693,0.78887,0.0003566,0.0003566,0.0003566
251,20561.8,0.38236,0.27488,0.8538,0.99156,0.97951,0.99379,0.97506,0.23799,0.20046,0.78684,0.00035,0.00035,0.00035
252,20616.5,0.38056,0.27832,0.84724,0.99135,0.97951,0.9937,0.97535,0.2411,0.20508,0.78749,0.0003434,0.0003434,0.0003434
253,20671.1,0.37357,0.2826,0.85302,0.99083,0.97951,0.99419,0.9724,0.23985,0.2066,0.7881,0.0003368,0.0003368,0.0003368
254,20726.5,0.37297,0.28625,0.83494,0.98865,0.97951,0.99423,0.96701,0.23657,0.21073,0.78783,0.0003302,0.0003302,0.0003302
255,20781.3,0.39884,0.29811,0.85621,0.98769,0.9867,0.99426,0.97273,0.23312,0.20062,0.78839,0.0003236,0.0003236,0.0003236
256,20836,0.3718,0.2716,0.84038,0.98718,0.98361,0.99409,0.9742,0.23749,0.20068,0.79067,0.000317,0.000317,0.000317
257,20890.7,0.36046,0.27329,0.83602,0.98222,0.98361,0.99383,0.97341,0.24202,0.2085,0.79027,0.0003104,0.0003104,0.0003104
258,20945.5,0.38053,0.28625,0.85241,0.98707,0.98361,0.99378,0.97083,0.236,0.20479,0.78917,0.0003038,0.0003038,0.0003038
259,21000.9,0.37856,0.27776,0.84038,0.98667,0.98361,0.99366,0.97018,0.23544,0.20694,0.7882,0.0002972,0.0002972,0.0002972
260,21055.2,0.37487,0.28253,0.85701,0.98704,0.98361,0.99351,0.97297,0.2351,0.20364,0.78674,0.0002906,0.0002906,0.0002906
261,21110.4,0.38467,0.27774,0.84768,0.97954,0.9918,0.99387,0.9729,0.23767,0.20356,0.7864,0.000284,0.000284,0.000284
262,21165.5,0.39449,0.28734,0.85822,0.9877,0.98754,0.99382,0.97186,0.23827,0.20366,0.7874,0.0002774,0.0002774,0.0002774
263,21220.5,0.37032,0.27447,0.85218,0.98743,0.98361,0.99384,0.9735,0.23519,0.20095,0.78778,0.0002708,0.0002708,0.0002708
264,21275.1,0.37957,0.2848,0.84863,0.9877,0.98693,0.99408,0.97373,0.23595,0.19756,0.78747,0.0002642,0.0002642,0.0002642
265,21330.5,0.40149,0.2831,0.84612,0.98723,0.98361,0.99397,0.97775,0.23495,0.19822,0.78753,0.0002576,0.0002576,0.0002576
266,21385.1,0.3478,0.26581,0.84217,0.98696,0.98361,0.99386,0.97562,0.23167,0.19692,0.7865,0.000251,0.000251,0.000251
267,21439.8,0.36119,0.26969,0.84079,0.98329,0.97951,0.99374,0.9739,0.23483,0.19812,0.78646,0.0002444,0.0002444,0.0002444
268,21495.5,0.3741,0.28594,0.84726,0.98346,0.97951,0.99366,0.97832,0.2302,0.19382,0.78562,0.0002378,0.0002378,0.0002378
269,21550.7,0.35197,0.26159,0.84227,0.97954,0.98084,0.99336,0.9731,0.23055,0.19535,0.78591,0.0002312,0.0002312,0.0002312
270,21606,0.35464,0.27761,0.8477,0.98261,0.97951,0.99269,0.97153,0.23343,0.20012,0.78775,0.0002246,0.0002246,0.0002246
271,21660.5,0.37262,0.27918,0.84621,0.98765,0.98325,0.99301,0.9718,0.22775,0.19709,0.78672,0.000218,0.000218,0.000218
272,21715.8,0.37053,0.26963,0.84175,0.98752,0.9877,0.99327,0.97477,0.23251,0.19639,0.78654,0.0002114,0.0002114,0.0002114
273,21770.4,0.35193,0.26553,0.84748,0.98668,0.9877,0.99326,0.97357,0.22717,0.1907,0.78581,0.0002048,0.0002048,0.0002048
274,21825.8,0.3605,0.27303,0.84126,0.9877,0.98731,0.99335,0.97429,0.22797,0.1909,0.7854,0.0001982,0.0001982,0.0001982
275,21879.9,0.36118,0.26035,0.83243,0.9836,0.98295,0.99366,0.975,0.23332,0.19355,0.7862,0.0001916,0.0001916,0.0001916
276,21934.8,0.37448,0.27366,0.83805,0.99163,0.97071,0.99343,0.97379,0.23318,0.19526,0.7866,0.000185,0.000185,0.000185
277,21990,0.35949,0.26711,0.84397,0.9882,0.97131,0.99315,0.97641,0.22871,0.19664,0.78625,0.0001784,0.0001784,0.0001784
278,22045.2,0.37869,0.27862,0.8538,0.99165,0.97392,0.99276,0.97433,0.23063,0.19813,0.78663,0.0001718,0.0001718,0.0001718
279,22099.9,0.35909,0.26782,0.83876,0.98674,0.97951,0.99282,0.97451,0.2295,0.19645,0.78611,0.0001652,0.0001652,0.0001652
280,22155.2,0.38076,0.27748,0.8491,0.98765,0.98307,0.99368,0.97444,0.23328,0.19753,0.78596,0.0001586,0.0001586,0.0001586
281,22210.5,0.34654,0.26577,0.82468,0.98911,0.97951,0.99372,0.9718,0.23425,0.19565,0.78579,0.000152,0.000152,0.000152
282,22265.5,0.37789,0.27422,0.84927,0.99169,0.97811,0.99357,0.97259,0.2313,0.19494,0.78552,0.0001454,0.0001454,0.0001454
283,22320.7,0.35121,0.25843,0.83247,0.9876,0.97903,0.99358,0.97363,0.23023,0.19223,0.78571,0.0001388,0.0001388,0.0001388
284,22374.6,0.36216,0.27817,0.85222,0.9876,0.97902,0.99368,0.97443,0.22905,0.19117,0.78555,0.0001322,0.0001322,0.0001322
285,22429.8,0.36151,0.26398,0.84531,0.98765,0.98319,0.99338,0.97351,0.22993,0.19359,0.78545,0.0001256,0.0001256,0.0001256
286,22484.7,0.35629,0.2611,0.84593,0.98762,0.98072,0.99335,0.97288,0.23223,0.1953,0.78536,0.000119,0.000119,0.000119
287,22540,0.35394,0.26826,0.84553,0.9912,0.97541,0.9931,0.97393,0.23232,0.19549,0.78478,0.0001124,0.0001124,0.0001124
288,22595,0.35863,0.26901,0.85024,0.99172,0.98235,0.99311,0.97311,0.23082,0.19372,0.78477,0.0001058,0.0001058,0.0001058
289,22649.8,0.3506,0.26336,0.84257,0.99173,0.98291,0.9933,0.97328,0.22981,0.19154,0.78437,9.92e-05,9.92e-05,9.92e-05
290,22704.5,0.33648,0.25767,0.84483,0.99115,0.98361,0.99323,0.97552,0.22905,0.19044,0.78444,9.26e-05,9.26e-05,9.26e-05
291,22758.3,0.2591,0.19814,0.79055,0.99055,0.98361,0.99367,0.97531,0.23031,0.19126,0.78507,8.6e-05,8.6e-05,8.6e-05
292,22812.1,0.23644,0.187,0.78726,0.99173,0.98322,0.99381,0.97444,0.23397,0.19278,0.78555,7.94e-05,7.94e-05,7.94e-05
293,22866.1,0.27666,0.20167,0.7989,0.99173,0.98268,0.99367,0.97411,0.23415,0.19225,0.7857,7.28e-05,7.28e-05,7.28e-05
294,22920.5,0.24595,0.19365,0.78404,0.99173,0.98299,0.99398,0.97591,0.23381,0.19282,0.78647,6.62e-05,6.62e-05,6.62e-05
295,22974.5,0.25445,0.19381,0.78006,0.99155,0.98361,0.99427,0.97276,0.23333,0.19098,0.78635,5.96e-05,5.96e-05,5.96e-05
296,23029,0.27599,0.2108,0.80757,0.99025,0.98361,0.99438,0.97281,0.23347,0.18939,0.78626,5.3e-05,5.3e-05,5.3e-05
297,23082.9,0.26168,0.20069,0.80696,0.99057,0.98361,0.99434,0.97285,0.23359,0.18831,0.78643,4.64e-05,4.64e-05,4.64e-05
298,23137.3,0.26169,0.19864,0.79211,0.99081,0.98361,0.99434,0.97383,0.2322,0.18683,0.78644,3.98e-05,3.98e-05,3.98e-05
